"FullName","Name","PSIsContainer","Length","LastWriteTime"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_213807_selftest.txt","FH6_StateSnapshot_20260608_213807_selftest.txt","False","9501","6/8/2026 9:38:40 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_213941_selftest.json","FH6_StateSnapshot_20260608_213941_selftest.json","False","486661","6/8/2026 9:40:12 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_213941_selftest.txt","FH6_StateSnapshot_20260608_213941_selftest.txt","False","9501","6/8/2026 9:40:12 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_215952_selftest.json","FH6_StateSnapshot_20260608_215952_selftest.json","False","507168","6/8/2026 10:00:39 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_215952_selftest.txt","FH6_StateSnapshot_20260608_215952_selftest.txt","False","10838","6/8/2026 10:00:39 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_220433_selftest.json","FH6_StateSnapshot_20260608_220433_selftest.json","False","507168","6/8/2026 10:05:21 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_220433_selftest.txt","FH6_StateSnapshot_20260608_220433_selftest.txt","False","10838","6/8/2026 10:05:21 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_220643_selftest.json","FH6_StateSnapshot_20260608_220643_selftest.json","False","507168","6/8/2026 10:07:30 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_220643_selftest.txt","FH6_StateSnapshot_20260608_220643_selftest.txt","False","10838","6/8/2026 10:07:30 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_220934_selftest.json","FH6_StateSnapshot_20260608_220934_selftest.json","False","507168","6/8/2026 10:10:20 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_220934_selftest.txt","FH6_StateSnapshot_20260608_220934_selftest.txt","False","10838","6/8/2026 10:10:20 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_013009_selftest.json","FH6_StateSnapshot_20260609_013009_selftest.json","False","620272","6/9/2026 1:32:09 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_013009_selftest.txt","FH6_StateSnapshot_20260609_013009_selftest.txt","False","14326","6/9/2026 1:32:09 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_013423_selftest.json","FH6_StateSnapshot_20260609_013423_selftest.json","False","620272","6/9/2026 1:35:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_013423_selftest.txt","FH6_StateSnapshot_20260609_013423_selftest.txt","False","14326","6/9/2026 1:35:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_013807_selftest.json","FH6_StateSnapshot_20260609_013807_selftest.json","False","620272","6/9/2026 1:38:54 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_013807_selftest.txt","FH6_StateSnapshot_20260609_013807_selftest.txt","False","14326","6/9/2026 1:38:54 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_060211_selftest.json","FH6_StateSnapshot_20260609_060211_selftest.json","False","626545","6/9/2026 6:03:28 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_060211_selftest.txt","FH6_StateSnapshot_20260609_060211_selftest.txt","False","16843","6/9/2026 6:03:28 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_060757_selftest.json","FH6_StateSnapshot_20260609_060757_selftest.json","False","626544","6/9/2026 6:09:19 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_060757_selftest.txt","FH6_StateSnapshot_20260609_060757_selftest.txt","False","16842","6/9/2026 6:09:19 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_172946_selftest.json","FH6_StateSnapshot_20260609_172946_selftest.json","False","681146","6/9/2026 5:30:51 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_172946_selftest.txt","FH6_StateSnapshot_20260609_172946_selftest.txt","False","17717","6/9/2026 5:30:51 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_173520_selftest.json","FH6_StateSnapshot_20260609_173520_selftest.json","False","681146","6/9/2026 5:36:28 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_173520_selftest.txt","FH6_StateSnapshot_20260609_173520_selftest.txt","False","17717","6/9/2026 5:36:28 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_174016_selftest.json","FH6_StateSnapshot_20260609_174016_selftest.json","False","681146","6/9/2026 5:41:24 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_174016_selftest.txt","FH6_StateSnapshot_20260609_174016_selftest.txt","False","17717","6/9/2026 5:41:24 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_175854_selftest.json","FH6_StateSnapshot_20260609_175854_selftest.json","False","712821","6/9/2026 6:00:25 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_175854_selftest.txt","FH6_StateSnapshot_20260609_175854_selftest.txt","False","20274","6/9/2026 6:00:25 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_180303_selftest.json","FH6_StateSnapshot_20260609_180303_selftest.json","False","712821","6/9/2026 6:04:22 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_180303_selftest.txt","FH6_StateSnapshot_20260609_180303_selftest.txt","False","20274","6/9/2026 6:04:22 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_180707_selftest.json","FH6_StateSnapshot_20260609_180707_selftest.json","False","712820","6/9/2026 6:08:31 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260609_180707_selftest.txt","FH6_StateSnapshot_20260609_180707_selftest.txt","False","20273","6/9/2026 6:08:31 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_SupportPackages","FH6_CompanionDoctor_SupportPackages","True",,"6/8/2026 9:17:25 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\CompanionDoctorData\FH6_CompanionDoctor_Telemetry","FH6_CompanionDoctor_Telemetry","True",,"6/9/2026 6:32:51 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files","Consolidated_Outside_FH6_Project_Files","True",,"6/12/2026 6:22:14 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\CrashExperimentLab","CrashExperimentLab","True",,"6/9/2026 5:26:31 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\CrashScope_Universal","CrashScope_Universal","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_Backups","FH6_CompanionDoctor_Backups","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_Logs","FH6_CompanionDoctor_Logs","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_PortableBundles","FH6_CompanionDoctor_PortableBundles","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_Reports","FH6_CompanionDoctor_Reports","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_Sessions","FH6_CompanionDoctor_Sessions","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_Snapshots","FH6_CompanionDoctor_Snapshots","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_SupportPackages","FH6_CompanionDoctor_SupportPackages","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_CompanionDoctor_Telemetry","FH6_CompanionDoctor_Telemetry","True",,"6/9/2026 5:58:10 AM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_SaveDoctor_Logs","FH6_SaveDoctor_Logs","True",,"6/9/2026 6:33:10 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\Consolidated_Outside_FH6_Project_Files\FH6_SaveDoctor_Logs\FH6_SaveDoctor_Run_20260609_183310.log","FH6_SaveDoctor_Run_20260609_183310.log","False","571","6/9/2026 6:33:16 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Backups","FH6_CompanionDoctor_Backups","True",,"6/8/2026 9:18:48 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Logs","FH6_CompanionDoctor_Logs","True",,"6/8/2026 9:18:43 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Logs\FH6_CompanionDoctor_Run_20260608_211843.log","FH6_CompanionDoctor_Run_20260608_211843.log","False","205","6/8/2026 9:18:54 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Manifest.json","FH6_CompanionDoctor_Manifest.json","False","22559","6/9/2026 5:56:25 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_PortableBundles","FH6_CompanionDoctor_PortableBundles","True",,"6/8/2026 9:15:52 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_PortableBundles\FH6_CompanionDoctor_Portable_20260608_202609.zip","FH6_CompanionDoctor_Portable_20260608_202609.zip","False","58339","6/8/2026 8:26:47 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_PortableBundles\FH6_CompanionDoctor_Portable_20260608_202849.zip","FH6_CompanionDoctor_Portable_20260608_202849.zip","False","58276","6/8/2026 8:29:18 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_PortableBundles\FH6_CompanionDoctor_Portable_20260608_204040.zip","FH6_CompanionDoctor_Portable_20260608_204040.zip","False","63608","6/8/2026 8:41:13 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_PortableBundles\FH6_CompanionDoctor_Portable_20260608_204250.zip","FH6_CompanionDoctor_Portable_20260608_204250.zip","False","63601","6/8/2026 8:43:24 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_PortableBundles\FH6_CompanionDoctor_Portable_20260608_211516.zip","FH6_CompanionDoctor_Portable_20260608_211516.zip","False","68514","6/8/2026 9:15:52 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Reports","FH6_CompanionDoctor_Reports","True",,"6/8/2026 9:18:48 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Sessions","FH6_CompanionDoctor_Sessions","True",,"6/8/2026 9:18:48 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots","FH6_CompanionDoctor_Snapshots","True",,"6/8/2026 9:18:48 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_191928_nogui.json","FH6_StateSnapshot_20260608_191928_nogui.json","False","196484","6/8/2026 7:19:30 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_191928_nogui.txt","FH6_StateSnapshot_20260608_191928_nogui.txt","False","2952","6/8/2026 7:19:30 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_192418_nogui.json","FH6_StateSnapshot_20260608_192418_nogui.json","False","217637","6/8/2026 7:24:22 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_192418_nogui.txt","FH6_StateSnapshot_20260608_192418_nogui.txt","False","4829","6/8/2026 7:24:23 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_192515_nogui.json","FH6_StateSnapshot_20260608_192515_nogui.json","False","217635","6/8/2026 7:25:19 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_192515_nogui.txt","FH6_StateSnapshot_20260608_192515_nogui.txt","False","4652","6/8/2026 7:25:19 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_193428_nogui.json","FH6_StateSnapshot_20260608_193428_nogui.json","False","291955","6/8/2026 7:34:35 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_193428_nogui.txt","FH6_StateSnapshot_20260608_193428_nogui.txt","False","5247","6/8/2026 7:34:35 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_200213_nogui.json","FH6_StateSnapshot_20260608_200213_nogui.json","False","403812","6/8/2026 8:02:25 PM"
"C:\Users\boss\Downloads\FH6TOOLBELT\FH6_CompanionDoctor_Snapshots\FH6_StateSnapshot_20260608_200213_nogui.txt","FH6_StateSnapshot_20260608_200213_nogui.txt","False","5480","6/8/2026 8:02:25 PM"
